Localitate,Total,Români,Maghiari,Romi,Ucraineni,Germani,Ruși/lipoveni,Turci,Tătari,Sârbi,Slovaci,Bulgari,Croați,Greci,Evrei,Cehi,Polonezi,Italieni,Chinezi,Armeni,Ceangăi,Altă ethnie,Ethnie nedeclarată,Ortodox,Romano-catolic,Reformat?,Penticostal,Greco catolic?,Baptist,Adventist de ziua a șaptea,Musulman,Unitarian,Creștin după Evangelie,Crestin de rit vechi,Evanghelic lutheran sinodo-presbiterian,Evanghelic,Evanghelic de confesiune augustan,Mozaică,Altă religie,Fără religie,Atei,Religie nedeclarată,
2146,Cãuaº c. / Érkávás község (SM),2539,1389,1033,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,134,896,7,365,0,5,0,1,0,0,0,0,0,0,6,0,0,0
2147,Cehal c. / Oláhcsaholy község (SM),1996,1360,634,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1326,28,590,0,14,0,1,0,0,0,0,0,0,0,0,36,1,0,0
2148,Certeze c. / Avasújfalu község (SM),5446,5338,5,0,2,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,4022,852,1,14,221,17,4,0,0,0,1,0,0,0,0,312,0,0,2
2149,Craidorolþ c. / Királydaróc (SM),2188,1256,697,188,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,378,392,12,102,19,0,0,0,0,0,0,0,0,0,8,0,0,1
2150,Cruciºor c. / Borválaszút község (SM),2541,2231,78,200,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,137,9,16,114,0,0,0,0,0,1,3,0,0,0,0,0,0,0
2151,Culciu c. / Kolcs község (SM),4013,1896,1998,108,1,5,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1733,98,1855,38,191,9,1,0,1,0,0,1,0,0,0,70,16,0,0
2152,Doba c. / Szamosdob község (SM),2784,1838,535,265,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1985,49,551,118,60,4,0,1,0,0,0,0,0,1,0,12,2,0,1
2153,Dorolþ c. / Pusztadaróc község (SM),3491,178,2866,446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1162,1844,3,337,0,0,0,2,0,0,0,0,0,0,29,0,0,6
2154,Foieni c. / Mezõfény község (SM),1882,53,1045,0,1,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1810,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,Gherþa Micã c. / Kisgérce község (SM),3255,3211,26,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529,19,5,662,4,0,19,0,0,0,0,0,0,0,0,3,14,0,0
2156,Halmeu c. / Halmi község (SM),7314,2696,4049,555,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,1857,1132,686,1723,16,70,0,0,0,1,0,0,0,0,92,9,0,8
2157,Hodod c. / Hadad (SM),3199,907,2166,79,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,882,27,1928,55,12,252,18,0,1,0,0,15,0,1,0,1,6,0,1
2158,Homoroade c. / Homoród község (SM),2030,1966,35,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1738,75,23,138,45,0,0,0,0,0,0,0,0,0,0,8,2,1,0
2159,Lazuri c. / Lázári község (SM),5362,789,4299,253,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,490,1553,1847,16,1396,8,8,0,0,0,0,1,0,0,4,23,3,0,13
2160,Livada c. / Sárköz község (SM),7004,2409,4221,317,41,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2139,1848,1170,35,1736,1,24,0,4,0,0,0,1,0,0,42,1,0,3
2161,Medieºu Aurit c. / Aranyosmeggyes község (SM),7249,5691,1337,184,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5376,420,1041,70,235,54,4,0,0,13,0,0,0,0,0,35,0,0,1
2162,Micula c. / Mikola község (SM),3783,1454,1456,245,621,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1204,615,700,727,323,9,92,5,0,19,0,0,0,0,41,41,6,0,1
2163,Moftin c. / Majtény község (SM),4328,2484,1377,207,80,176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1855,897,814,31,694,14,5,0,0,0,0,0,0,0,0,15,2,0,1
2164,Odoreu c. / Szatmárudvari község (SM),4855,3366,1300,168,3,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2878,395,978,5,541,1,9,0,0,14,0,0,2,0,0,16,2,3,11
2165,Oraºu Nou c. / Avasújváros község (SM),6862,4349,2370,136,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4054,76,2263,135,150,49,11,0,1,0,0,0,0,1,0,81,36,0,5
2166,Pãuleºti c. / Szatmárpálfalva község (SM),4359,1888,2063,395,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,243,1991,104,128,13,1,0,1,0,0,0,0,0,0,18,0,0,0
2167,Petreºti c. / Mezõpetri község (SM),1683,199,794,159,0,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1417,72,0,23,0,0,0,3,0,0,0,0,0,0,6,55,0,0
2168,Pir c. / Szilágypér község (SM),1769,644,969,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,74,931,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2169,Piºcolt c. / Piskolt község (SM),3263,2020,796,433,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,258,762,34,139,1,0,0,0,0,0,0,0,0,0,3,0,0,0
2170,Pomi c. / Remetemezõ község (SM),2374,2354,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,23,5,23,385,2,3,0,0,11,2,0,0,0,0,5,1,0,0
2171,Sãcãºeni c. / Érszakácsi község (SM),1337,509,658,161,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,631,47,632,2,6,2,10,0,0,0,2,0,0,0,0,5,0,0,0
2172,Sanislãu c. / Szaniszló község (SM),5195,1885,2831,345,4,119,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,5,1800,2630,644,4,80,0,3,0,2,0,0,0,0,3,0,17,1,0,11
2173,Santãu c. / Tasnádszántó község (SM),2638,1476,987,163,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,529,486,19,27,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2174,Sãuca c. / Szõdemeter község (SM),1468,745,514,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,57,492,0,409,42,0,0,0,0,0,0,0,0,0,14,6,0,0
2175,Socond / Nagyszokond község (SM),2576,1812,91,641,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2366,130,11,33,30,0,4,0,0,0,0,0,0,0,0,2,0,0,0
2176,Supur c. / Szopor község (SM),4677,2993,1340,328,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2896,101,1032,206,109,33,2,5,0,0,0,0,1,0,0,255,33,0,4
2177,Tarna Mare c. / Nagytarna község (SM),3718,3333,169,166,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284,172,54,140,5,13,0,0,0,1,0,1,0,0,0,46,0,0,2
2178,Târºolþ c. / Tartolc község (SM),3034,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,3,1,18,1888,0,0,0,0,1,0,0,0,0,0,27,1,0,3
2179,Terebeºti c. / Krasznaterebes község (SM),1578,1061,101,376,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,135,21,120,41,1,0,0,0,0,0,0,0,0,0,5,0,0,0
2180,Tiream c. / Mezõterem község (SM),2358,1138,694,190,4,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,1066,67,7,52,11,0,0,1,0,0,0,0,0,0,0,1,0,0
2181,Turþ c. / Turc község (SM),6847,6755,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,71,11,789,67,0,64,0,0,0,0,0,0,0,18,37,0,1,1
2182,Turulung c. / Túrterebes község (SM),3845,1226,2128,350,2,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,838,2036,201,284,433,6,8,0,3,0,0,0,0,1,0,25,8,1,1
2183,Urziceni c. / Csanálos község (SM),1509,141,1027,1,0,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1310,45,0,85,0,0,0,3,0,0,0,0,0,0,2,0,0,0
2184,Valea Vinului c. / Szamosborhid község (SM),2268,2213,21,18,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038,102,9,17,89,0,5,0,0,0,0,0,0,0,0,7,1,0,0
2185,Vama c. / Vámfalu község (SM),3670,2592,994,74,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,21,902,258,95,1,1,1,1,0,0,0,0,0,0,272,9,1,19
2186,Vetiº c. / Vetés község (SM),4475,2183,2053,116,115,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2067,197,1614,181,293,8,45,0,1,0,7,0,0,2,0,41,12,2,5
2187,Viile Satu Mare c. / Szatmárhegy község (SM),3242,1348,1495,379,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1266,109,1353,49,416,24,1,0,0,0,0,1,0,0,0,16,4,1,2
2188,Zalãu / Zilah (SJ),62927,50902,11016,858,12,46,4,5,0,1,24,1,0,8,2,0,0,13,3,0,0,26,6,46121,1085,9591,2075,1938,1268,52,7,26,56,5,4,2,3,2,513,115,36,28
2189,Cehu Silvaniei o. / Szilágycseh város (SJ),8008,3794,3964,237,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3852,282,3492,29,64,62,41,0,1,0,0,1,1,1,0,169,7,2,4
2190,Jibou o. / Zsibó város (SJ),11306,9181,1503,603,3,7,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,3,0,8044,162,1520,560,175,500,12,2,1,8,4,0,3,0,3,291,6,2,13
2191,ªimleu Silvaniei o. / Szilágysomlyó város (SJ),16066,10553,4010,1425,2,14,0,1,0,3,39,0,0,0,2,1,0,3,0,0,0,12,1,9998,1577,2580,40,985,764,57,1,6,1,8,2,0,0,0,29,6,1,11
2192,Agrij c. / Felsõegregy község (SJ),1395,1109,1,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,1,0,25,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,Almaºu c. / Váralmás község (SJ),2853,1656,1008,186,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1643,13,1020,29,107,31,0,1,2,0,0,0,0,0,0,6,1,0,0
2194,Bãbeni c. / Aranymezõ község (SJ),2063,2027,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,4,79,109,2,7,0,0,0,0,0,0,0,0,17,0,0,1
2195,Bãlan c. / Almásbalázsháza község (SJ),4136,4105,8,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277,3,2,783,9,31,0,0,0,2,0,0,0,0,0,26,1,0,2
2196,Bãniºor c. / Alsóbán község (SJ),2419,2414,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,0,3,7,88,226,0,0,0,0,0,0,0,0,0,54,4,0,1
2197,Benesat c. / Benedekfalva (SJ),1779,1272,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,12,473,5,8,6,2,0,0,0,0,0,0,0,0,68,1,1,0
2198,Bobota c. / Nagyderzsida község (SJ),4031,3451,37,537,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,3780,24,20,83,69,40,3,0,0,0,0,1,0,0,0,11,0,0,0
2199,Bocºa c. / Oláhbaksa község (SJ),3463,1785,1378,299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,5,1104,118,115,285,0,0,0,17,0,0,0,0,0,1,0,0,90
2200,Buciumi c. / Vármezõ község (SJ),2839,2580,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,4,0,289,60,92,11,0,3,1,0,0,0,0,0,32,1,0,1
2201,Camãr c. / Kémer község (SJ),1899,121,1742,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,1298,36,97,239,85,1,0,97,0,0,5,0,0,0,0,0,0
2202,Carastelec c. / Kárásztelek község (SJ),1163,107,1048,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,979,32,39,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2203,Chieºd c. / Szilágykövesd község (SJ),2645,2333,148,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,2,117,87,3,45,1,0,0,1,0,0,0,0,0,1,0,0,0
2204,Cizer c. / Csízér község (SJ),2467,2221,1,242,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2319,5,1,41,79,4,0,0,0,0,0,0,0,0,0,13,1,1,3
2205,Coºeiu c. / Kusaly község (SJ),1332,633,671,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,1,443,0,9,221,1,0,0,0,0,0,0,0,0,7,3,0,0
2206,Crasna c. / Kraszna község (SJ),6373,1786,4066,514,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1913,106,3383,4,135,598,136,0,1,27,0,1,0,0,1,66,2,0,0
2207,Creaca c. / Karika község (SJ),3046,2980,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2166,2,1,380,10,421,0,0,0,0,0,0,0,0,0,64,2,0,0
2208,Criºeni c. / Cigányi község (SJ),2443,1559,785,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,7,746,10,18,33,1,0,0,0,0,0,0,0,0,0,0,0,0
2209,Cristolþ c. / Nagykeresztes község (SJ),1560,1558,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0
2210,Cuzãplac c. / Középlak község (SJ),2068,1560,403,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,7,397,34,12,63,0,0,0,0,0,0,0,0,0,16,0,0,0
2211,Dobrin c. / Debren község (SJ),1762,386,1320,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,29,1190,30,6,90,36,0,1,0,0,0,0,0,0,25,0,0,0
2212,Dragu c. / Drág község (SJ),1573,1205,9,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,7,129,8,2,0,0,0,0,0,0,0,0,0,15,0,1,0
2213,Fildu de Jos c. / Alsófüld község (SJ),1583,999,336,245,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1207,5,331,32,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4
2214,Gâlgãu c. / Galgó község (SJ),2791,2695,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,11,13,296,218,72,0,0,0,2,0,0,0,0,0,15,0,1,1
2215,Gârbou c. / Csákigorbó község (SJ),2439,2254,11,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,3,8,116,36,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2216,Halmãºd c. / Halmosd község (SJ),2617,2274,4,298,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2448,43,4,5,109,5,2,0,0,0,0,0,0,0,0,0,0,1,0
2217,Hereclean c. / Haraklány község (SJ),3762,1431,2301,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,11,2064,32,42,200,8,0,0,0,0,1,0,0,0,24,1,0,0
2218,Hida c. / Hidalmás község (SJ),3148,2940,50,156,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2815,8,40,113,4,73,0,0,1,3,9,0,1,0,2,78,1,0,0
2219,Horoatu Crasnei c. / Krasznahorvát község (SJ),2838,2287,374,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,2,352,286,166,45,6,0,3,60,0,0,0,0,0,12,2,0,0
2220,Ileanda c. / Nagyilonda község (SJ),2589,2325,17,244,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064,11,9,238,226,10,25,0,0,4,0,1,0,0,0,0,1,0,0
2221,Ip c. / Ipp község (SJ),3946,1466,1981,383,2,2,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,1,1554,159,1914,32,59,174,31,0,1,1,0,0,0,0,0,17,4,0,0
2222,Letca c. / Létka község (SJ),2244,2213,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2,3,115,107,1,4,0,0,0,0,0,0,0,1,6,2,0,0
2223,Lozna c. / Nagykózna község (SJ),1195,1187,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,3,3,112,4,0,0,0,0,0,0,0,5,0,0,11,0,2,3
2224,Mãeriºte c. / Krasznahidvég község (SJ),3504,3076,394,28,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2941,7,384,43,13,8,101,0,0,0,0,0,0,0,1,3,0,1,2
2225,Marca c. / Márkaszék község (SJ),2966,2282,398,189,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,1,1542,104,333,20,627,301,4,0,0,16,0,0,0,0,0,16,0,0,3
2226,Meseºenii de Jos c. / Magyarkecel község (SJ),3078,2069,944,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,11,771,254,23,134,3,0,0,0,0,0,1,0,0,7,0,1,0
2227,Mirºid c. / Nyirsid község (SJ),2304,1877,90,333,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,6,81,196,3,45,0,0,0,9,0,0,0,0,0,133,2,0,1
2228,Nãpradea c. / Náprád község (SJ),3026,2845,11,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637,1,5,276,65,28,0,0,0,0,0,0,0,0,0,13,0,0,1
2229,Nuºfalãu c. / Szilágynagyfalu község (SJ),5515,647,4174,650,1,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2,1,839,112,3656,61,16,441,140,0,3,239,0,1,2,0,1,3,0,0,1
2230,Pericei c. / Szilágyperecsen község (SJ),4002,1587,2188,224,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,4,1762,9,115,551,7,0,0,1,0,0,0,0,0,18,5,0,0
2231,Plopiº c. / Gyümölcsénes község (SJ),2765,1701,3,156,0,1,0,0,0,0,901,0,0,0,3,0,0,0,0,0,0,0,0,1557,909,0,2,289,1,1,0,0,0,2,0,0,0,0,2,0,1,1
2232,Poiana Blenchii c. / Blenkemezõ község (SJ),1341,1247,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,3,1,164,0,29,7,0,0,0,0,0,0,0,2,2,0,0,0
2233,Românaºi c. / Alsóegregy község (SJ),2993,2649,5,335,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2569,3,5,278,3,77,0,0,0,0,0,0,0,0,0,40,18,0,0
2234,Rus c. / Oroszmezõ község (SJ),2657,2592,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,1,0,174,23,19,32,0,0,0,0,0,0,0,0,6,0,0,0
2235,Sâg c. / Felsõszék község (SJ),3476,2878,6,492,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2950,106,4,84,144,14,15,0,1,0,0,0,0,0,0,153,1,3,1
2236,Sãlãþig c. / Szilágyszeg község (SJ),3160,1452,1671,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1324,8,1580,87,89,20,10,0,0,0,0,0,0,0,0,42,0,0,0
2237,ªamºud c. / Szilágysámson község (SJ),1766,33,1582,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,1452,98,7,140,0,0,0,0,0,0,0,0,0,1,13,0,4
2238,Sânmihaiu Almaºului c. / Almásszentmihály község (SJ),1806,1415,7,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1468,2,6,60,13,76,0,0,0,1,2,0,0,0,0,129,27,0,22
2239,ªãrmãºag c. / Sarmaság község (SJ),6547,1156,5168,217,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,426,4635,13,25,232,0,0,9,2,0,1,0,0,0,34,5,0,1
2240,Someº-Odorhei c. / Szamosudvarhely község (SJ),3057,2852,44,158,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2665,4,37,69,46,128,0,0,0,0,0,0,0,0,0,103,4,0,1
2241,Surduc c. / Szurduk község (SJ),4026,3908,11,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3588,3,8,175,100,11,6,0,0,0,4,0,0,0,0,128,3,0,0
2242,Treznea / Ördögkút (SJ),1033,972,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,2,76,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0
2243,Valcãu de Jos c. / Alsóvalkó község (SJ),3302,2909,105,287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2894,5,92,72,139,89,1,0,0,0,0,0,0,0,0,0,1,0,9
2244,Vârºolþ c. / Varsolc község (SJ),2457,795,1576,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,822,47,1441,0,15,85,11,0,1,0,0,0,0,0,0,34,1,0,0
2245,Zalha c. / Zálha község (SJ),1177,1163,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1,3,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,Zimbor c. / Magyarzsombor község (SJ),1289,1217,32,37,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1185,5,29,8,9,27,0,0,0,0,0,0,2,0,0,23,1,0,0
2247,Sibiu municipiul / Nagyszeben municípium (SB),154892,148269,3135,597,27,2508,24,25,1,12,4,7,1,14,33,4,20,46,3,0,43,109,10,142886,2304,1394,831,2660,989,152,47,128,636,51,833,406,859,31,437,86,78,84
2248,Mediaº municipiul / Medgyes municípium (SB),55153,45417,6530,1959,12,1137,14,4,1,3,1,2,0,13,15,3,17,10,1,1,0,12,1,42242,2213,3484,936,2498,703,319,6,644,491,7,528,120,358,9,451,85,28,31
2249,Agnita o. / Szentágota város (SB),10894,10176,342,214,0,152,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,10263,142,183,69,12,1,31,0,4,11,0,35,8,117,0,15,1,1,1
2250,Avrig o. / Felek város (SB),14260,13690,342,134,2,87,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,13200,108,59,76,260,133,35,1,1,23,1,167,18,35,0,118,20,1,4
2251,Cisnãdie o. / Nagydisznód város (SB),15648,15034,170,37,2,388,2,2,0,1,0,0,0,2,0,0,1,1,0,0,1,6,1,14257,73,100,89,47,123,3,0,2,387,0,83,40,324,2,87,19,3,9
2252,Copºa Micã o. / Kiskapus város (SB),5369,4304,637,390,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4527,330,109,69,38,56,16,0,4,2,19,158,11,10,0,14,1,1,4
2253,Dumbrãveni o. / Erzsébetváros város (SB),8419,6143,985,1149,3,126,1,1,0,0,0,1,0,0,1,0,2,0,0,1,0,6,0,6966,210,677,72,235,10,23,2,29,14,1,101,9,9,1,44,12,1,3
2254,Ocna Sibiului o. / Vizakna város (SB),4102,3623,404,60,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3597,73,338,20,6,13,3,0,0,35,0,10,1,4,0,2,0,0,0
2255,Tãlmaciu o. / Nagytalmács város (SB),8837,8538,66,144,4,79,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,8461,67,17,1,14,7,20,0,1,159,0,43,14,20,0,6,5,0,2
2256,Alþina c. / Alcina község (SB),1616,1409,3,135,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,4,1,7,4,39,0,0,14,0,33,0,37,0,3,0,0,0
2257,Apoldu de Jos c. / Kisapold község (SB),1525,1505,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2258,Arpaºu de Jos c. / Alsóárpás község (SB),2803,2681,40,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,3,28,1,4,0,77,0,0,27,0,1,2,0,0,3,0,1,10
2259,Aþel c. / Ecel (SB),3640,2806,541,180,0,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2747,127,385,180,50,10,51,0,1,0,0,29,0,58,0,1,0,1,0
2260,Axente Sever c. / Asszonyfalva község (SB),4048,3836,30,144,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3660,17,12,1,290,25,1,0,0,1,0,26,2,11,0,1,0,1,0
2261,Bazna c. / Bázna község (SB),3911,2576,136,1170,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3386,10,87,139,157,54,13,0,0,22,0,32,2,5,0,3,1,0,0
2262,Biertan c. / Berethalom község (SB),2995,2054,132,666,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436,14,102,110,165,9,18,0,1,4,0,94,2,36,0,0,0,0,4
2263,Bârghiº c. / Bürkös község (SB),2146,1722,117,285,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,0,104,44,61,16,0,0,0,0,0,11,0,4,0,1,0,0,0
2264,Blãjel c. / Balázstelke község (SB),2474,1776,388,283,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1917,14,361,47,88,4,0,0,2,8,0,10,6,15,0,2,0,0,0
2265,Brãdeni c. / Hégen község (SB),1471,1010,37,416,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,28,27,1,0,6,0,0,3,0,8,0,0,0,1,0,0,0
2266,Brateiu c. / Baráthely község (SB),3182,2055,46,1025,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639,14,17,333,83,3,15,0,0,14,0,10,1,45,0,3,1,0,4
2267,Bruiu c. / Brulya község (SB),795,680,12,71,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,692,0,15,0,1,0,61,1,0,0,0,9,0,12,0,2,1,1,0
2268,Cârþa c. / Kerc község (SB),933,834,14,42,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,840,0,6,1,1,2,21,0,1,8,0,22,0,25,0,2,1,0,3
