Localitate,Total,Români,Maghiari,Romi,Ucraineni,Germani,Ruși/lipoveni,Turci,Tătari,Sârbi,Slovaci,Bulgari,Croați,Greci,Evrei,Cehi,Polonezi,Italieni,Chinezi,Armeni,Ceangăi,Altă ethnie,Ethnie nedeclarată,Ortodox,Romano-catolic,Reformat?,Penticostal,Greco catolic?,Baptist,Adventist de ziua a șaptea,Musulman,Unitarian,Creștin după Evangelie,Crestin de rit vechi,Evanghelic lutheran sinodo-presbiterian,Evanghelic,Evanghelic de confesiune augustan,Mozaică,Altă religie,Fără religie,Atei,Religie nedeclarată,
2011,Tia Mare (OT),4937,4929,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,0,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2012,Topana (OT),1244,1242,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Traian (OT),3480,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
2014,Tufeni (OT),3325,3300,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3246,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Urzica (OT),2613,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,Vadastra (OT),3715,3692,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3711,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017,Vadastrita (OT),3757,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3753,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
2018,Valcele (OT),2896,2889,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Valea Mare (OT),4051,3911,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2020,Valeni (OT),3388,3352,1,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,1,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0
2021,Verguleasa (OT),3488,3487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,Visina (OT),3389,3388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Vitomiresti (OT),2746,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724,2,0,1,0,6,9,0,0,4,0,0,0,0,0,0,0,0,0
2024,Vladila (OT),2227,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025,Voineasa (OT),2344,2291,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324,0,0,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2026,Vulpeni (OT),2733,2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681,0,0,0,0,0,43,0,0,9,0,0,0,0,0,0,0,0,0
2027,Vulturesti (OT),2817,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2028,Municipiul Ploiesti (PH),232527,225570,237,5873,15,148,56,100,4,8,0,12,0,108,65,8,12,58,8,17,6,185,37,225835,1038,85,865,357,400,1111,192,5,1087,77,50,602,34,70,126,145,238,210
2029,Municipiul Campina (PH),38789,38201,56,422,5,30,8,1,2,1,4,1,0,16,6,1,3,6,0,2,0,18,6,37316,458,28,265,56,42,424,6,1,54,0,21,27,6,5,31,11,26,12
2030,Oraª Azuga (PH),5213,5128,40,21,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5011,104,10,14,11,13,6,0,3,21,0,3,0,1,0,13,2,1,0
2031,Oraª Baicoi (PH),20020,19880,8,127,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,19458,34,5,41,1,27,202,0,0,87,2,0,117,0,0,24,0,3,19
2032,Oraª Boldesti-scaeni (PH),11491,10922,10,550,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,11112,22,3,71,7,7,29,2,0,200,0,0,22,6,0,2,6,2,0
2033,Oraª Breaza (PH),18199,18163,12,4,0,4,3,1,0,2,0,1,0,2,1,0,1,2,0,2,0,1,0,18008,42,1,5,12,7,49,1,0,54,2,0,7,0,1,1,0,7,2
2034,Oraª Busteni (PH),10463,10368,25,44,0,15,2,1,0,1,0,1,0,2,1,0,0,1,0,0,1,1,0,10202,50,14,35,23,29,29,0,1,3,0,8,31,1,1,28,1,5,2
2035,Oraª Comarnic (PH),13378,13366,6,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13330,20,2,2,5,4,1,0,0,7,0,5,0,0,0,0,0,0,2
2036,Oraª Mizil (PH),15760,13780,2,1951,0,14,1,6,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,15301,8,0,332,3,41,26,6,0,15,0,0,9,0,0,11,1,1,6
2037,Oraª Plopeni (PH),9612,9493,5,112,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9417,17,1,34,2,18,39,0,0,30,1,0,29,1,0,13,4,6,0
2038,Oraª Sinaia (PH),12512,12218,113,134,1,17,4,3,0,0,0,0,1,1,0,0,0,7,0,0,1,12,0,12074,217,13,4,39,26,27,9,10,32,0,3,37,0,0,8,1,8,4
2039,Oraª Slanic (PH),7113,7086,2,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7026,7,0,4,4,0,52,0,0,7,0,1,2,0,0,7,3,0,0
2040,Oraª Urlati (PH),11776,11589,6,178,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11663,5,2,19,3,0,29,2,0,29,0,0,22,0,0,1,0,1,0
2041,Oraª Valenii De Munte (PH),13309,13207,5,77,2,4,1,0,0,0,0,8,1,0,0,0,1,0,0,0,1,2,0,12812,9,3,200,1,52,93,2,0,59,0,0,72,0,0,0,4,0,2
2042,Adunati (PH),2278,2277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Albesti-paleologu (PH),5792,5791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5785,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0
2044,Alunis (PH),3749,3685,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3741,0,0,0,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0
2045,Apostolache (PH),2352,2262,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2046,Aricestii Rahtivani (PH),8914,8754,18,126,2,2,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,8664,38,9,20,7,13,76,4,0,46,0,1,25,2,0,0,1,5,3
2047,Aricestii Zeletin (PH),1399,1396,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0,54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2048,Baba Ana (PH),4306,4300,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4183,1,0,59,0,0,1,0,0,4,0,0,52,0,0,4,0,1,1
2049,Balta Doamnei (PH),2768,2764,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,4,0,0,0,0,16,0,0,35,0,0,23,0,0,0,0,0,0
2050,Baltesti (PH),3603,3228,0,374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,0,0,20,1,0,1,0,0,7,0,1,0,0,0,4,0,1,0
2051,Banesti (PH),5733,5723,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5546,6,1,0,0,2,175,0,0,2,0,0,0,0,1,0,0,0,0
2052,Barcanesti (PH),9377,9228,4,137,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9105,7,1,27,0,0,69,3,0,89,0,2,70,0,0,0,0,2,2
2053,Berceni (PH),6087,6080,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6004,4,1,27,0,4,5,1,0,30,0,3,7,0,0,1,0,0,0
2054,Bertea (PH),3442,3441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,1,0,0,0,10,0,0,91,0,0,0,4,0,0,0,0,0
2055,Blejoi (PH),7922,7796,6,117,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7508,2,0,59,0,8,15,1,0,291,0,1,34,0,0,0,0,2,1
2056,Boldesti-gradistea (PH),1984,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,0,4,0,0,0,45,0,0,7,0,0,5,0,0,9,3,0,0
2057,Brazi (PH),8549,8539,2,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7859,10,0,19,0,4,188,4,0,397,2,0,23,0,0,2,7,3,31
2058,Brebu (PH),7719,7709,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7667,13,4,26,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2059,Bucov (PH),10448,9938,8,498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10077,33,0,18,0,0,216,1,0,39,0,0,51,0,0,9,3,1,0
2060,Calugareni (PH),1450,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Carbunesti (PH),1920,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,144,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0
2062,Ceptura (PH),5304,5298,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5117,2,0,50,0,5,90,1,0,9,0,1,9,0,0,0,7,7,6
2063,Cerasu (PH),5190,5188,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5065,1,0,0,0,3,87,0,0,8,0,0,18,0,0,5,2,1,0
2064,Chiojdeanca (PH),1812,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,Ciorani (PH),7162,7146,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,7027,0,0,87,0,0,1,0,0,7,21,0,19,0,0,0,0,0,0
2066,Cocorastii Mislii (PH),3474,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377,0,0,30,0,5,52,0,0,0,3,0,0,0,0,0,3,0,4
2067,Colceag (PH),5569,5541,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521,1,0,13,5,0,20,0,0,4,0,0,0,0,0,5,0,0,0
2068,Cornu (PH),4472,4461,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4445,5,0,9,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2069,Cosminele (PH),1266,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0
2070,Draganesti (PH),5238,5088,0,147,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0,7,0,0,5,0,0,11,0,0,14,0,0,0,0,0,1
2071,Drajna (PH),5761,5744,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5668,0,0,8,0,23,60,0,0,0,0,0,1,0,0,0,1,0,0
2072,Dumbrava (PH),4466,4016,0,449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4366,0,0,59,1,0,14,0,0,17,0,0,9,0,0,0,0,0,0
2073,Dumbravesti (PH),3733,3481,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3567,0,0,103,0,2,13,0,0,39,0,0,0,0,0,8,0,1,0
2074,Fantanele (PH),4120,4118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4105,2,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2075,Filipestii De Padure (PH),10338,10273,5,51,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9855,36,2,231,2,120,72,10,0,4,0,0,3,0,0,1,1,0,1
2076,Filipestii De Targ (PH),7931,6522,1,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7716,1,0,4,1,25,80,0,0,98,0,0,3,0,0,3,0,0,0
2077,Floresti (PH),7634,7455,8,169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6940,19,1,471,7,12,49,0,0,101,11,0,3,0,0,6,13,1,0
2078,Fulga (PH),3882,3870,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,Gherghita (PH),4031,4029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3889,0,5,0,1,0,109,0,0,8,0,1,18,0,0,0,0,0,0
2080,Gorgota (PH),5554,5537,1,10,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5504,1,0,5,1,0,12,4,0,18,0,0,9,0,0,0,0,0,0
2081,Gornet (PH),3126,3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,Gornet-cricov (PH),2695,2692,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2535,0,0,129,0,0,8,0,0,3,0,0,20,0,0,0,0,0,0
2083,Gura Vadului (PH),2550,2547,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2520,0,1,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2084,Gura Vitioarei (PH),6061,6022,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5910,2,0,7,0,21,22,1,0,84,0,0,9,0,0,4,0,0,1
2085,Iordacheanu (PH),5200,5100,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5187,0,0,7,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0
2086,Izvoarele (PH),6952,6918,2,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6807,3,0,19,1,15,75,0,0,1,0,0,2,0,0,8,21,0,0
2087,Jugureni (PH),743,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2088,Lapos (PH),1427,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,Lipanesti (PH),5068,4824,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4905,1,0,120,1,0,20,0,0,11,0,0,9,0,0,0,0,0,1
2090,Magurele (PH),4889,4805,1,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788,0,5,14,1,6,19,0,0,54,0,0,1,0,0,1,0,0,0
2091,Magureni (PH),6630,6627,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6448,2,1,3,0,0,172,0,0,0,0,0,0,0,0,0,0,0,4
2092,Maneciu (PH),11224,11199,5,14,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11048,4,0,8,3,38,101,1,0,5,0,0,0,0,0,9,6,1,0
2093,Manesti (PH),7311,7254,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7004,2,1,23,0,0,244,0,0,19,0,0,10,0,0,4,1,1,2
2094,Pacureti (PH),2289,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2095,Paulesti (PH),5170,5150,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,12,0,4956,11,2,44,3,17,63,1,0,41,1,0,29,2,0,0,0,0,0
2096,Plopu (PH),2344,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299,1,0,0,0,0,11,0,0,0,0,0,33,0,0,0,0,0,0
2097,Podenii Noi (PH),4725,4540,2,182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4690,5,0,11,0,0,3,0,0,14,0,0,2,0,0,0,0,0,0
2098,Poiana Campina (PH),5348,5329,4,8,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5197,40,1,3,2,0,52,2,0,19,0,0,24,0,0,3,0,5,0
2099,Poienarii Burchii (PH),5829,5779,0,47,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5516,5,0,163,1,10,39,0,0,47,0,0,15,0,0,3,0,0,30
2100,Posesti (PH),4280,4238,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966,0,1,7,4,9,278,0,0,0,0,0,0,0,0,0,13,2,0
2101,Predeal-sarari (PH),2688,2687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,0,0,6,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0
2102,Provita De Jos (PH),2560,2360,1,195,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2509,0,1,0,4,0,26,0,0,17,0,0,1,0,1,1,0,0,0
2103,Provita De Sus (PH),2369,2360,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347,0,0,1,0,1,17,0,0,3,0,0,0,0,0,0,0,0,0
2104,Puchenii Mari (PH),9009,9005,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8778,2,0,0,0,0,211,1,0,14,0,0,2,0,0,0,1,0,0
2105,Rafov (PH),5589,5480,3,104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5562,3,0,1,0,0,12,0,0,5,0,0,5,0,0,0,0,1,0
2106,Salcia (PH),1218,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
2107,Salciile (PH),2324,2322,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2108,Sangeru (PH),5367,4584,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5272,0,0,47,0,0,18,0,0,29,0,0,1,0,0,0,0,0,0
2109,Scorteni (PH),6095,6079,4,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6010,5,3,16,0,7,43,0,0,0,0,0,1,0,0,2,0,2,6
2110,Secaria (PH),1362,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Sirna (PH),5422,5412,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051,0,0,145,1,0,25,0,0,168,0,0,30,0,0,2,0,0,0
2112,Soimari (PH),3196,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089,0,0,103,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2113,Sotrile (PH),3559,3054,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501,1,0,51,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2114,Starchiojd (PH),6703,6661,2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6538,0,0,32,1,28,104,0,0,0,0,0,0,0,0,0,0,0,0
2115,Stefesti (PH),2407,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,2,0,1,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0
2116,Surani (PH),1868,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,145,0,0,25,0,0,0,0,0,0,0,0,13,0,0,0
2117,Talea (PH),1204,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,Targsoru Vechi (PH),8599,8595,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7564,0,1,285,1,4,13,0,0,702,0,0,5,0,0,6,0,8,10
2119,Tataru (PH),1276,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Teisani (PH),4035,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4019,0,0,0,0,3,11,0,0,0,0,0,0,0,0,2,0,0,0
2121,Telega (PH),6465,6455,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397,4,0,2,0,0,54,0,0,4,0,0,2,0,0,0,0,0,2
2122,Tinosu (PH),2598,2593,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,3,0,1,0,0,21,0,1,90,9,0,23,0,0,9,6,1,0
2123,Tomsani (PH),4631,4607,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4522,0,0,4,0,0,18,0,0,0,0,0,84,0,0,0,0,3,0
2124,Valcanesti (PH),3994,3888,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,0,0,0,0,0,111,0,0,32,0,0,17,0,1,6,2,0,0
2125,Valea Calugareasca (PH),10551,10490,6,47,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10452,4,5,46,0,5,18,2,0,3,2,1,0,0,0,2,3,1,7
2126,Valea Doftanei (PH),6896,6892,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6861,1,0,0,0,2,19,0,0,4,0,0,9,0,0,0,0,0,0
2127,Varbilau (PH),7208,6596,1,609,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7015,1,1,14,1,95,22,0,0,52,0,0,0,0,0,2,2,0,3
2128,Satu Mare / Szatmárnémeti (SM),115142,66638,45298,1115,271,1607,12,10,0,13,12,3,0,2,30,1,3,25,14,3,4,59,22,55956,22790,22475,1619,9688,590,342,40,72,98,23,54,17,11,38,954,126,106,143
2129,Carei municipiul / Nagykároly municípium (SM),23182,9634,12596,385,24,524,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,7,6,8057,8235,4809,79,1688,62,57,3,12,3,5,39,3,6,5,76,21,1,21
2130,Negreºti-Oaº o. / Avasfelsõfalu város (SM),13871,13195,553,72,12,15,6,1,0,2,6,1,0,0,0,0,0,3,0,0,0,5,0,10548,472,313,429,421,9,33,4,0,0,1,3,0,0,0,1522,100,3,13
2131,Tãºnad o. / Tasnád város (SM),9528,5021,3580,840,11,71,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,4899,1820,2400,19,284,27,10,0,1,6,0,1,0,0,0,49,7,2,3
2132,Acâº c. / Ákos község (SM),2859,923,1413,515,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,966,138,1479,48,28,120,0,0,1,0,0,0,0,0,1,37,25,0,16
2133,Andrid c. / Érendréd község (SM),2681,1369,1145,161,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1433,79,1063,12,57,27,0,0,0,0,0,0,0,0,2,0,2,0,6
2134,Apa c. / Apa község (SM),2887,2049,408,428,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,12,432,3,40,4,0,0,0,0,0,0,0,0,0,8,0,0,0
2135,Ardud c. / Erdõd község (SM),6486,4025,1304,730,10,413,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2707,2118,271,328,901,151,2,0,4,1,0,0,0,0,0,0,0,3,0
2136,Bârsãu c. / Alsóberekszó község (SM),2519,2516,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214,1,1,300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,Bãtarci o. / Batarcs község (SM),3741,3344,396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3241,17,366,59,13,0,0,0,1,0,0,0,0,0,0,44,0,0,0
2138,Beltiug c. / Krasznabéltek község (SM),3278,1234,1094,438,18,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,1303,662,16,37,1,2,0,0,13,0,0,0,0,0,16,4,0,0
2139,Berveni c. / Börvely község (SM),3614,1198,2256,149,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,649,1680,36,33,48,0,0,2,0,0,1,0,0,0,37,0,0,0
2140,Bixad c. / Bikszád község (SM),7544,7377,40,83,2,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6081,389,22,5,1014,2,1,0,0,0,0,0,0,0,0,29,0,1,0
2141,Bogdand c. / Bogdánd község (SM),3227,1303,1843,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1094,15,1781,4,260,39,0,0,0,0,1,0,0,0,0,28,4,1,0
2142,Botiz c. / Batiz község (SM),4863,2406,2236,105,99,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1463,954,1164,105,1103,30,13,0,0,5,0,0,0,0,0,24,0,0,2
2143,Cãlineºti-Oaº c. / Kányaháza község (SM),4701,4640,5,53,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4067,11,4,221,361,0,0,0,0,2,0,0,0,0,0,34,0,1,0
2144,Cãmãrzana c. / Komorzán község (SM),2643,2642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,3,0,178,128,0,22,0,0,0,0,0,0,0,0,22,1,0,16
2145,Cãpleni c. / Kaplony község (SM),4511,161,3760,156,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,4080,300,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0
