"JUD" "DEN_JUD" "numarColegiu" "numeTipColegiu" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ASOCIAÞIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT." "FEDERAÞIA COMUNITÃÞILOR EVREIEªTI DIN ROMÂNIA" "UNIUNEA POLONEZILOR DIN ROMÂNIA" "ASOCIAÞIA LIGA ALBANEZILOR DIN ROMÂNIA" "COMUNITATEA RUªILOR LIPOVENI DIN ROMÂNIA" "UNIUNEA DEMOCRATICÃ A SLOVACILOR ªI CEHILOR DIN ROMÂNIA" "UNIUNEA UCRAINENILOR DIN ROMÂNIA" "UNIUNEA BULGARÃ DIN BANAT - ROMÂNIA" "FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA" "ASOCIAÞIA PARTIDA ROMILOR PRO-EUROPA" "UNIUNEA CROAÞILOR DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ TURCÃ DIN ROMÂNIA" "UNIUNEA ELENÃ DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ A TÃTARILOR TURCO-MUSULMANI DIN ROMÂNIA" "UNIUNEA ARMENILOR DIN ROMÂNIA" "UNIUNEA CULTURALÃ A RUTENILOR DIN ROMÂNIA" "ASOCIAÞIA MACEDONENILOR DIN ROMÂNIA" "UNIUNEA SÂRBILOR DIN ROMÂNIA" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL ALIANÞA SOCIALISTÃ" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "BIHOR_ 5_NOANE GHEORGHE-VIOREL" "BRAªOV_ 1_HUTOPILÃ VIOLETA" "CLUJ_ 1_ALEXA LIVIU-DORU-ALIN" "DÂMBOVIÞA_ 8_PETRE IONEL" "HUNEDOARA_ 2_POPA GHEORGHE-GABRIEL" "IAªI_ 6_RAªCU BENONI" "OLT_ 3_DRÃGHICESCU DRAGOª-NICOLAE" "OLT_ 2_STAN NICOLAE" "TIMIª_ 4_GOCIU ADRIAN" "Mun. BUCUREªTI_16_PIPEREA GHEORGHE" "Mun. BUCUREªTI_17_FILIP CONSTANTIN"
42 "Mun. BUCUREªTI" 23 "CAMERA DEPUTATILOR" 67947 67807 121 19 25211 25071 121 19 74611 49400 24493 630 86 16622 59 3588 729 3008 34 34 18 12 21 8 8 19 68 117 13 13 17 7 57 5 21 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 24 "CAMERA DEPUTATILOR" 62960 62665 255 40 28638 28347 251 40 65860 37224 27785 753 95 17968 98 6250 806 2101 55 57 14 19 15 5 14 12 111 31 13 21 42 10 99 6 21 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 25 "CAMERA DEPUTATILOR" 76123 75823 247 53 33827 33527 247 53 79549 45726 32689 990 141 19908 107 7546 783 2645 27 62 16 9 28 3 13 28 125 25 15 14 31 9 132 3 20 20 0 1120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 26 "CAMERA DEPUTATILOR" 66966 66736 210 20 25773 25543 210 20 68507 42739 25015 675 74 16604 61 4364 641 2898 35 29 3 41 13 7 5 26 84 62 12 13 22 11 50 7 13 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 27 "CAMERA DEPUTATILOR" 59679 59467 194 18 23816 23604 194 18 61522 37706 23121 615 78 14954 68 4448 643 2592 39 32 9 10 20 1 7 18 111 40 4 16 15 20 56 1 13 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 28 "CAMERA DEPUTATILOR" 68376 68133 224 19 25406 25163 224 19 70445 45042 24711 636 52 15608 82 4874 530 2721 11 33 14 16 21 3 10 15 58 44 5 5 21 4 71 8 10 6 0 541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43 "Strainatate (CE. 43)" 1 "CAMERA DEPUTATILOR" 40152 0 40152 0 40152 0 40152 0 347390 307144 39545 424 183 12347 913 11787 867 12682 125 51 13 14 40 33 32 41 239 79 10 9 54 21 121 9 30 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43 "Strainatate (CE. 43)" 2 "CAMERA DEPUTATILOR" 14722 0 14722 0 14722 0 14722 0 50022 35300 14605 69 48 1932 23 11473 262 531 12 9 1 5 21 8 16 9 39 20 9 18 4 18 16 5 12 9 0 153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43 "Strainatate (CE. 43)" 3 "CAMERA DEPUTATILOR" 3429 0 3429 0 3429 0 3429 0 33403 29974 3389 34 6 1116 58 1741 30 148 2 17 0 2 1 2 2 8 16 3 0 1 4 2 20 2 3 0 0 173 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0
43 "Strainatate (CE. 43)" 4 "CAMERA DEPUTATILOR" 2711 0 2711 0 2575 0 2575 0 16502 13927 2505 63 7 1291 160 599 0 130 4 125 2 0 8 1 1 7 20 4 0 6 5 8 7 2 5 3 0 117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
